price,transmission,mileage,fuelType,tax,mpg,engineSize
32990.00,2.00,5000.00,2.00,145.00,50.40,2.00
24990.00,3.00,6042.00,1.00,145.00,42.20,1.50
22490.00,1.00,5000.00,1.00,145.00,42.80,1.50
31490.00,2.00,5000.00,2.00,145.00,39.20,2.00
28990.00,3.00,3027.00,2.00,145.00,47.10,2.00
35990.00,2.00,19925.00,2.00,200.00,47.90,3.00
18490.00,1.00,27928.00,1.00,20.00,60.10,1.40
13490.00,1.00,45763.00,2.00,30.00,62.80,2.00
23990.00,3.00,8473.00,1.00,150.00,41.50,1.50
20990.00,3.00,8600.00,1.00,150.00,54.30,1.40
17990.00,1.00,27500.00,1.00,150.00,49.60,1.40
23990.00,1.00,15047.00,2.00,150.00,60.10,2.00
13490.00,1.00,23490.00,1.00,150.00,56.50,1.40
18990.00,1.00,27200.00,1.00,150.00,50.40,1.40
20595.00,1.00,6000.00,1.00,145.00,47.90,1.00
26990.00,1.00,5000.00,2.00,145.00,42.80,2.00
27990.00,2.00,5000.00,1.00,145.00,40.90,2.00
24990.00,1.00,5000.00,1.00,145.00,40.90,1.50
25490.00,2.00,6000.00,1.00,145.00,42.20,1.50
56990.00,2.00,5000.00,2.00,145.00,33.60,3.00
29995.00,3.00,4227.00,1.00,145.00,39.80,1.50
52990.00,2.00,27195.00,2.00,145.00,39.20,4.00
21990.00,1.00,4875.00,1.00,145.00,42.20,1.50
17990.00,3.00,35273.00,1.00,30.00,56.50,1.40
51990.00,2.00,9804.00,2.00,145.00,33.60,3.00
14490.00,1.00,37991.00,1.00,20.00,60.10,1.40
51990.00,3.00,3712.00,2.00,145.00,34.50,3.00
28990.00,3.00,5454.00,2.00,145.00,47.10,2.00
21990.00,2.00,10500.00,1.00,145.00,56.50,1.50
18990.00,3.00,62100.00,2.00,125.00,58.90,2.00
46990.00,2.00,6000.00,2.00,145.00,33.20,3.00
31490.00,2.00,5000.00,2.00,145.00,39.20,2.00
28990.00,2.00,2381.00,1.00,145.00,33.20,2.00
39990.00,3.00,7561.00,1.00,145.00,30.70,2.00
31990.00,2.00,4590.00,1.00,145.00,31.40,2.00
32490.00,2.00,5000.00,2.00,145.00,38.20,2.00
19490.00,3.00,17100.00,1.00,145.00,56.50,1.50
26490.00,3.00,4600.00,1.00,145.00,50.40,2.00
31450.00,3.00,5069.00,1.00,145.00,34.90,2.00
36490.00,2.00,31362.00,1.00,300.00,34.50,2.50
21990.00,3.00,28943.00,2.00,145.00,57.70,2.00
34990.00,3.00,13500.00,1.00,145.00,40.40,2.00
21990.00,2.00,10488.00,2.00,145.00,65.70,2.00
23490.00,2.00,35220.00,1.00,145.00,48.70,2.00
21500.00,3.00,100.00,1.00,145.00,44.80,1.50
48000.00,3.00,506.00,2.00,145.00,35.80,3.00
32500.00,3.00,9292.00,1.00,150.00,34.90,2.00
35500.00,3.00,9415.00,2.00,150.00,38.20,2.00
24290.00,2.00,49431.00,2.00,260.00,41.50,3.00
17990.00,1.00,21110.00,1.00,150.00,55.40,1.00
32990.00,2.00,13453.00,1.00,150.00,36.70,3.00
20990.00,1.00,21909.00,2.00,150.00,57.70,2.00
18990.00,1.00,16282.00,1.00,150.00,47.10,1.80
24490.00,3.00,47750.00,2.00,165.00,52.30,3.00
19990.00,3.00,19393.00,1.00,145.00,47.90,1.40
26275.00,2.00,16177.00,1.00,145.00,39.80,2.00
23490.00,3.00,15080.00,1.00,145.00,41.50,1.50
23450.00,3.00,8585.00,1.00,145.00,41.50,1.50
22490.00,3.00,14300.00,1.00,145.00,42.20,1.50
17490.00,3.00,18000.00,1.00,145.00,70.60,1.40
19490.00,3.00,13632.00,1.00,145.00,51.40,1.40
38975.00,2.00,7890.00,2.00,145.00,40.40,3.00
25990.00,1.00,100.00,1.00,145.00,39.20,2.00
22690.00,1.00,6995.00,1.00,145.00,39.20,2.00
39990.00,3.00,7120.00,1.00,145.00,31.40,2.00
43990.00,3.00,5593.00,2.00,145.00,36.20,2.00
34490.00,3.00,5000.00,1.00,145.00,40.40,1.50
15000.00,3.00,24597.00,4.00,0.00,188.30,1.40
18000.00,1.00,7000.00,2.00,145.00,51.40,1.60
26000.00,3.00,8000.00,2.00,145.00,48.70,2.00
25000.00,3.00,10000.00,2.00,145.00,49.60,2.00
31000.00,1.00,247.00,1.00,145.00,37.20,2.00
54000.00,3.00,4000.00,2.00,145.00,32.50,3.00
22500.00,3.00,3869.00,1.00,150.00,44.10,1.50
17000.00,3.00,57221.00,2.00,30.00,61.40,2.00
24500.00,3.00,38519.00,2.00,145.00,52.30,3.00
13500.00,1.00,51578.00,1.00,20.00,60.10,1.40
25000.00,3.00,34503.00,2.00,260.00,41.50,3.00
19000.00,3.00,38482.00,2.00,200.00,47.10,3.00
35000.00,3.00,17951.00,2.00,145.00,50.40,3.00
21000.00,3.00,27425.00,1.00,200.00,40.40,2.00
36000.00,3.00,3000.00,1.00,145.00,31.40,2.00
42500.00,3.00,3000.00,2.00,145.00,37.70,3.00
25000.00,3.00,3000.00,1.00,145.00,44.80,1.50
58990.00,2.00,5151.00,1.00,145.00,29.10,2.90
34990.00,3.00,853.00,1.00,145.00,41.50,1.50
24212.00,1.00,6000.00,2.00,145.00,51.40,1.60
34990.00,3.00,1637.00,1.00,145.00,34.90,2.00
60990.00,2.00,6000.00,1.00,145.00,29.10,2.90
37980.00,2.00,6000.00,2.00,145.00,38.20,2.00
55990.00,2.00,7800.00,1.00,145.00,29.70,2.90
67000.00,3.00,3000.00,1.00,145.00,29.10,2.90
35000.00,3.00,3000.00,1.00,145.00,39.20,2.00
35000.00,3.00,3000.00,1.00,145.00,34.90,2.00
37000.00,3.00,3000.00,2.00,145.00,47.10,2.00
26000.00,3.00,14361.00,1.00,145.00,38.20,2.00
35500.00,3.00,5336.00,1.00,145.00,33.20,2.00
28500.00,1.00,1096.00,1.00,145.00,37.20,2.00
19000.00,1.00,3979.00,1.00,145.00,51.40,1.00
47500.00,3.00,9044.00,2.00,145.00,32.80,3.00
27000.00,2.00,7000.00,2.00,145.00,48.70,2.00
35500.00,3.00,9280.00,2.00,150.00,38.20,2.00
16500.00,1.00,12632.00,1.00,150.00,55.40,1.00
26500.00,3.00,67223.00,2.00,240.00,42.80,3.00
18000.00,1.00,17728.00,1.00,150.00,52.30,1.40
19000.00,1.00,13677.00,2.00,125.00,57.60,2.00
19500.00,1.00,6063.00,1.00,150.00,51.40,1.40
35500.00,3.00,4309.00,2.00,150.00,45.60,2.00
33000.00,3.00,4000.00,1.00,145.00,33.20,2.00
30000.00,3.00,7000.00,1.00,145.00,33.20,2.00
28500.00,1.00,4000.00,2.00,145.00,42.80,2.00
33000.00,3.00,6000.00,2.00,145.00,48.70,2.00
23500.00,3.00,4000.00,1.00,145.00,44.80,1.50
125000.00,3.00,500.00,1.00,145.00,21.40,5.20
35000.00,3.00,3000.00,2.00,145.00,50.40,2.00
24990.00,1.00,7000.00,1.00,145.00,40.90,1.50
26990.00,1.00,3000.00,1.00,145.00,39.80,1.50
14490.00,1.00,19229.00,1.00,30.00,56.50,1.40
29500.00,3.00,5034.00,1.00,145.00,32.50,2.00
16000.00,3.00,63105.00,2.00,30.00,64.20,2.00
21500.00,3.00,56460.00,2.00,160.00,52.30,3.00
23500.00,3.00,39430.00,1.00,145.00,44.10,2.00
38500.00,3.00,4000.00,1.00,145.00,32.10,2.00
53500.00,3.00,4000.00,1.00,145.00,30.70,2.50
33000.00,3.00,6000.00,1.00,145.00,39.80,2.00
17490.00,1.00,12823.00,1.00,145.00,52.30,1.40
22990.00,1.00,25448.00,1.00,145.00,48.70,2.00
15490.00,3.00,39746.00,1.00,30.00,70.60,1.40
15990.00,1.00,14885.00,1.00,30.00,58.90,1.40
70990.00,2.00,13213.00,2.00,145.00,37.20,4.00
21990.00,3.00,13500.00,1.00,145.00,54.30,1.40
57490.00,3.00,11800.00,2.00,145.00,39.20,4.00
22669.00,1.00,6000.00,1.00,145.00,45.60,1.00
76990.00,3.00,6000.00,2.00,145.00,32.80,3.00
35490.00,3.00,5000.00,2.00,145.00,38.20,2.00
59990.00,3.00,6000.00,2.00,145.00,33.20,3.00
22000.00,3.00,14803.00,1.00,150.00,42.20,1.50
32500.00,3.00,3438.00,1.00,150.00,34.90,2.00
35000.00,3.00,8440.00,2.00,150.00,38.20,2.00
26990.00,3.00,9560.00,2.00,145.00,47.90,2.00
32990.00,3.00,3300.00,1.00,145.00,31.70,2.00
19490.00,1.00,18354.00,1.00,145.00,50.40,1.40
109990.00,2.00,6954.00,1.00,145.00,21.60,5.20
66990.00,3.00,9155.00,2.00,145.00,32.80,3.00
26169.00,1.00,6000.00,1.00,145.00,43.50,1.50
33500.00,3.00,256.00,1.00,150.00,33.20,2.00
30000.00,3.00,375.00,1.00,145.00,34.00,2.00
18000.00,1.00,16417.00,2.00,145.00,67.30,1.60
30000.00,3.00,4307.00,1.00,145.00,34.90,2.00
20000.00,1.00,34381.00,2.00,200.00,47.90,2.00
19000.00,3.00,21062.00,1.00,145.00,53.30,2.00
23000.00,3.00,33657.00,1.00,145.00,43.50,2.00
19490.00,3.00,25940.00,1.00,30.00,56.50,1.40
23990.00,2.00,49431.00,2.00,260.00,41.50,3.00
36490.00,2.00,17515.00,1.00,145.00,34.00,2.50
40990.00,2.00,63476.00,1.00,555.00,28.80,4.00
25990.00,3.00,28950.00,2.00,150.00,50.40,2.00
19990.00,1.00,21502.00,1.00,150.00,49.60,1.40
17790.00,1.00,23000.00,1.00,150.00,52.30,1.40
23995.00,3.00,39000.00,2.00,300.00,38.70,4.20
25990.00,3.00,23957.00,1.00,145.00,43.50,2.00
20990.00,1.00,20990.00,1.00,145.00,48.70,1.40
33990.00,3.00,42643.00,2.00,235.00,42.20,3.00
18490.00,1.00,27198.00,1.00,145.00,48.70,2.00
51990.00,3.00,19800.00,1.00,570.00,22.80,4.20
14490.00,1.00,14723.00,1.00,150.00,55.40,1.40
20450.00,3.00,15900.00,1.00,150.00,50.40,2.00
7610.00,1.00,42580.00,1.00,125.00,53.30,1.40
16390.00,3.00,52442.00,2.00,165.00,50.40,2.00
8609.00,1.00,43070.00,1.00,125.00,52.30,1.40
10130.00,1.00,61130.00,2.00,0.00,74.30,1.60
22000.00,3.00,13576.00,1.00,150.00,42.20,1.50
23000.00,3.00,3000.00,1.00,145.00,44.80,1.00
22500.00,3.00,4681.00,2.00,145.00,53.30,1.60
30500.00,3.00,7157.00,1.00,145.00,34.90,2.00
22500.00,3.00,14307.00,1.00,145.00,41.50,1.50
22500.00,3.00,12088.00,1.00,145.00,41.50,1.50
22000.00,3.00,14757.00,1.00,145.00,42.20,1.50
22000.00,3.00,14686.00,1.00,145.00,42.20,1.50
23500.00,1.00,4514.00,1.00,145.00,38.20,2.00
59000.00,3.00,11691.00,2.00,145.00,32.80,3.00
20000.00,1.00,2236.00,1.00,145.00,46.30,1.50
39990.00,2.00,6000.00,2.00,145.00,38.20,2.00
20990.00,3.00,18200.00,1.00,125.00,52.30,1.40
32990.00,3.00,2480.00,1.00,145.00,34.90,2.00
35490.00,2.00,4979.00,2.00,145.00,45.60,2.00
28990.00,2.00,7000.00,2.00,145.00,50.40,2.00
66990.00,2.00,6000.00,1.00,145.00,29.70,2.90
24653.00,1.00,6000.00,1.00,145.00,43.50,1.50
33490.00,2.00,5000.00,2.00,145.00,38.20,2.00
32990.00,2.00,6000.00,1.00,145.00,33.20,2.00
52990.00,2.00,5000.00,2.00,145.00,33.20,3.00
22990.00,3.00,31615.00,1.00,145.00,51.40,1.40
23286.00,3.00,6000.00,1.00,145.00,40.90,2.00
27990.00,2.00,8000.00,2.00,145.00,50.40,2.00
25990.00,1.00,7500.00,2.00,145.00,42.80,2.00
21990.00,3.00,24250.00,1.00,145.00,47.90,1.40
23990.00,3.00,17000.00,1.00,145.00,51.40,1.40
47990.00,2.00,3000.00,2.00,145.00,40.40,3.00
24990.00,1.00,4000.00,1.00,145.00,40.90,1.50
26990.00,1.00,6000.00,2.00,145.00,42.80,2.00
26850.00,2.00,5641.00,2.00,145.00,47.90,2.00
16290.00,1.00,10000.00,1.00,30.00,58.90,1.40
14490.00,1.00,47537.00,1.00,125.00,52.30,1.40
30990.00,3.00,52900.00,2.00,200.00,47.90,3.00
20990.00,3.00,34500.00,2.00,200.00,44.80,3.00
43990.00,3.00,17000.00,1.00,145.00,34.00,3.00
49490.00,2.00,12390.00,2.00,145.00,33.20,3.00
24443.00,1.00,6000.00,1.00,145.00,42.20,1.50
54990.00,3.00,7800.00,1.00,145.00,29.70,2.90
51990.00,3.00,3988.00,2.00,145.00,32.80,3.00
16490.00,1.00,39000.00,2.00,125.00,57.60,2.00
14990.00,1.00,38000.00,1.00,30.00,56.50,1.40
36990.00,2.00,31362.00,1.00,300.00,34.50,2.50
21750.00,3.00,83165.00,2.00,150.00,55.40,2.00
17450.00,1.00,27875.00,1.00,145.00,60.10,1.40
19990.00,3.00,30181.00,1.00,150.00,49.60,2.00
19490.00,1.00,34334.00,2.00,125.00,58.90,2.00
47990.00,3.00,10050.00,2.00,145.00,32.80,3.00
33990.00,3.00,6000.00,2.00,145.00,48.70,2.00
39990.00,3.00,6000.00,1.00,145.00,32.10,2.00
24990.00,3.00,34300.00,2.00,145.00,54.30,2.00
23490.00,3.00,35220.00,1.00,145.00,48.70,2.00
24990.00,3.00,10981.00,1.00,145.00,45.60,1.40
19990.00,1.00,2348.00,1.00,145.00,50.40,1.00
18490.00,1.00,18148.00,1.00,150.00,52.30,1.40
23845.00,3.00,5000.00,1.00,150.00,44.80,1.00
50990.00,3.00,5608.00,2.00,150.00,33.60,3.00
26990.00,3.00,18760.00,2.00,150.00,50.40,2.00
65990.00,3.00,10000.00,2.00,150.00,32.80,3.00
13990.00,1.00,25600.00,1.00,30.00,55.40,1.40
18490.00,1.00,14000.00,1.00,145.00,52.30,1.40
39990.00,3.00,24233.00,1.00,145.00,34.00,3.00
31990.00,2.00,5000.00,1.00,145.00,37.70,2.00
32990.00,2.00,5000.00,2.00,145.00,47.10,2.00
22990.00,1.00,4500.00,2.00,145.00,52.30,1.60
18982.00,2.00,20335.00,2.00,30.00,61.40,2.00
17791.00,1.00,19366.00,1.00,145.00,54.30,1.50
8495.00,1.00,41539.00,1.00,30.00,55.40,1.20
19995.00,3.00,26702.00,1.00,145.00,47.90,1.40
13485.00,3.00,26371.00,1.00,30.00,70.60,1.40
17399.00,1.00,22491.00,1.00,125.00,51.40,1.40
54850.00,3.00,10800.00,1.00,570.00,22.40,4.20
26490.00,2.00,6000.00,1.00,145.00,42.20,2.00
25490.00,2.00,6000.00,2.00,145.00,50.40,2.00
22990.00,3.00,2091.00,2.00,145.00,50.40,2.00
13490.00,1.00,32230.00,1.00,30.00,55.40,1.40
34990.00,3.00,6000.00,1.00,145.00,34.50,2.00
33990.00,3.00,6000.00,2.00,145.00,47.10,2.00
21490.00,1.00,22900.00,1.00,145.00,49.60,1.40
51490.00,3.00,9804.00,2.00,145.00,33.60,3.00
26990.00,3.00,24953.00,1.00,200.00,40.90,2.00
25990.00,3.00,29035.00,1.00,150.00,43.50,2.00
43990.00,3.00,1487.00,1.00,150.00,31.00,2.00
19990.00,2.00,59650.00,2.00,200.00,47.10,2.00
29990.00,3.00,16100.00,1.00,145.00,43.50,2.00
22490.00,3.00,13163.00,1.00,145.00,56.50,1.50
24990.00,3.00,31128.00,1.00,165.00,43.50,2.00
19990.00,3.00,27915.00,2.00,30.00,61.40,3.00
17990.00,1.00,20477.00,2.00,150.00,67.30,1.60
14990.00,1.00,24842.00,1.00,20.00,60.10,1.00
24990.00,3.00,47124.00,2.00,150.00,55.40,2.00
20990.00,3.00,29012.00,1.00,30.00,55.40,1.40
72990.00,2.00,13213.00,2.00,145.00,37.20,4.00
54990.00,3.00,19940.00,2.00,145.00,39.20,4.00
21990.00,3.00,3000.00,1.00,145.00,50.40,1.40
20000.00,3.00,40000.00,2.00,145.00,67.30,2.00
12490.00,1.00,10481.00,2.00,0.00,76.30,1.60
17490.00,1.00,25955.00,1.00,30.00,60.10,1.40
19990.00,2.00,11200.00,1.00,145.00,47.10,1.00
17925.00,2.00,39820.00,2.00,145.00,52.30,2.00
24990.00,3.00,3624.00,1.00,145.00,40.90,1.50
19490.00,3.00,28744.00,1.00,145.00,56.50,1.50
22990.00,2.00,41000.00,2.00,145.00,62.80,2.00
23490.00,2.00,10380.00,1.00,145.00,41.50,1.50
31990.00,2.00,5000.00,2.00,145.00,51.40,2.00
46990.00,3.00,8900.00,1.00,145.00,31.00,2.50
62990.00,3.00,6000.00,2.00,145.00,33.20,3.00
32990.00,2.00,7118.00,2.00,145.00,38.70,2.00
29990.00,2.00,22640.00,1.00,145.00,37.70,3.00
25990.00,1.00,6000.00,1.00,145.00,42.20,1.50
38990.00,3.00,6000.00,1.00,145.00,32.10,2.00
20476.00,1.00,6000.00,1.00,145.00,47.90,1.00
28541.00,3.00,6000.00,1.00,145.00,42.20,1.50
45990.00,2.00,24340.00,2.00,145.00,47.10,3.00
17990.00,3.00,57204.00,1.00,200.00,42.20,2.00
28890.00,3.00,20768.00,2.00,145.00,55.40,2.00
38695.00,3.00,6000.00,1.00,145.00,32.10,2.00
32990.00,2.00,5000.00,2.00,145.00,47.10,2.00
39990.00,2.00,5000.00,2.00,145.00,38.20,3.00
26011.00,3.00,6000.00,1.00,145.00,44.10,1.50
25050.00,3.00,10000.00,1.00,145.00,48.70,1.40
29990.00,3.00,13890.00,1.00,145.00,40.40,2.00
18990.00,3.00,24751.00,1.00,125.00,49.60,2.00
24990.00,3.00,10981.00,1.00,145.00,45.60,1.40
34750.00,3.00,4536.00,1.00,145.00,32.10,2.00
24990.00,2.00,47750.00,2.00,160.00,52.30,3.00
14490.00,3.00,36668.00,1.00,30.00,56.50,1.40
26990.00,2.00,48164.00,2.00,235.00,42.80,3.00
18990.00,3.00,28660.00,1.00,145.00,70.60,1.40
23990.00,3.00,9499.00,1.00,145.00,41.50,1.50
24990.00,2.00,36310.00,1.00,145.00,45.60,2.00
22490.00,3.00,27151.00,1.00,200.00,39.20,2.00
22990.00,2.00,5000.00,2.00,145.00,53.30,1.60
24490.00,2.00,1293.00,2.00,145.00,48.70,2.00
27490.00,2.00,100.00,2.00,145.00,47.90,2.00
35490.00,3.00,2790.00,2.00,145.00,45.60,2.00
38990.00,3.00,2910.00,1.00,145.00,32.10,2.00
23990.00,3.00,3302.00,1.00,145.00,42.80,1.50
20990.00,3.00,13264.00,1.00,145.00,54.30,1.40
54990.00,2.00,4474.00,1.00,145.00,29.70,2.90
38990.00,3.00,1335.00,1.00,145.00,32.10,2.00
15490.00,1.00,6950.00,1.00,145.00,56.50,1.40
39990.00,2.00,3000.00,1.00,145.00,35.30,2.00
24490.00,1.00,2500.00,1.00,145.00,43.50,1.50
18990.00,1.00,2000.00,1.00,145.00,48.70,1.00
22061.00,1.00,2392.00,2.00,145.00,51.40,1.60
59990.00,2.00,3988.00,2.00,145.00,32.80,3.00
47990.00,2.00,3139.00,2.00,145.00,33.20,3.00
39995.00,3.00,25889.00,1.00,145.00,34.00,3.00
26089.00,3.00,6000.00,1.00,145.00,42.20,1.50
44990.00,3.00,6000.00,2.00,145.00,37.20,2.00
24825.00,1.00,6000.00,1.00,145.00,43.50,1.50
31990.00,2.00,4500.00,1.00,145.00,31.40,2.00
25490.00,1.00,3500.00,1.00,145.00,43.50,1.50
37490.00,2.00,9750.00,1.00,145.00,30.70,2.00
22059.00,3.00,6000.00,1.00,145.00,44.80,1.00
15990.00,1.00,20851.00,1.00,30.00,56.50,1.40
89990.00,3.00,5000.00,2.00,145.00,29.40,4.00
23990.00,2.00,2778.00,1.00,145.00,40.90,2.00
23990.00,2.00,6000.00,2.00,145.00,52.30,1.60
25990.00,1.00,6000.00,2.00,145.00,46.30,1.60
32990.00,2.00,500.00,2.00,145.00,50.40,2.00
31990.00,3.00,8011.00,2.00,145.00,47.90,2.00
29990.00,2.00,2473.00,1.00,145.00,31.70,2.00
48990.00,3.00,5000.00,4.00,135.00,117.70,2.00
20490.00,1.00,25807.00,1.00,145.00,49.60,1.40
31990.00,3.00,4274.00,1.00,145.00,42.80,2.00
22490.00,1.00,2044.00,2.00,145.00,49.60,1.60
22967.00,1.00,6000.00,1.00,145.00,43.50,1.50
45990.00,3.00,6000.00,2.00,145.00,33.20,3.00
25990.00,2.00,10654.00,1.00,145.00,38.70,2.00
24990.00,1.00,6000.00,1.00,145.00,40.90,1.50
45990.00,2.00,100.00,2.00,145.00,33.20,3.00
61490.00,2.00,18881.00,1.00,145.00,29.40,4.00
25690.00,2.00,2000.00,1.00,145.00,42.20,1.50
22490.00,1.00,3000.00,1.00,145.00,44.10,1.50
47990.00,3.00,3584.00,1.00,145.00,29.70,2.50
11990.00,1.00,15982.00,1.00,0.00,67.30,1.00
20990.00,3.00,31690.00,1.00,125.00,52.30,1.40
17990.00,1.00,18092.00,1.00,145.00,60.10,1.40
33990.00,3.00,13667.00,1.00,145.00,40.40,2.00
26139.00,3.00,6000.00,1.00,145.00,42.20,1.50
15767.00,1.00,42171.00,1.00,145.00,50.40,2.00
21990.00,3.00,17800.00,2.00,145.00,62.80,2.00
25490.00,1.00,6000.00,1.00,145.00,43.50,1.50
40990.00,2.00,500.00,1.00,145.00,31.00,2.00
20595.00,1.00,6000.00,1.00,145.00,47.90,1.00
23490.00,1.00,822.00,1.00,145.00,44.80,1.50
32082.00,1.00,6000.00,1.00,145.00,40.90,1.50
12690.00,1.00,29040.00,1.00,30.00,55.40,1.40
10790.00,1.00,39715.00,1.00,0.00,67.30,1.00
38990.00,2.00,3000.00,1.00,145.00,32.10,2.00
24479.00,1.00,3561.00,1.00,145.00,43.50,1.50
26990.00,1.00,4500.00,2.00,145.00,42.80,2.00
27990.00,2.00,5000.00,1.00,145.00,35.30,2.00
26990.00,1.00,2500.00,1.00,145.00,38.20,2.00
27990.00,1.00,5000.00,1.00,145.00,39.80,1.50
28990.00,2.00,11000.00,2.00,145.00,50.40,2.00
13141.00,3.00,28510.00,2.00,125.00,57.60,2.00
30990.00,3.00,700.00,1.00,150.00,39.80,1.50
22990.00,1.00,10500.00,1.00,150.00,49.60,1.40
25990.00,3.00,25874.00,1.00,150.00,43.50,2.00
11990.00,1.00,27317.00,1.00,150.00,67.30,1.00
11990.00,1.00,26994.00,2.00,0.00,76.30,1.60
32990.00,3.00,35285.00,2.00,200.00,47.90,3.00
13990.00,1.00,32371.00,1.00,30.00,55.40,1.40
17490.00,3.00,4712.00,1.00,145.00,56.50,1.40
16990.00,1.00,26254.00,1.00,30.00,60.10,1.40
13490.00,1.00,35543.00,1.00,145.00,53.30,1.40
16450.00,3.00,37697.00,2.00,150.00,65.70,2.00
25290.00,3.00,44857.00,1.00,240.00,38.70,3.00
30450.00,3.00,4000.00,2.00,145.00,47.10,2.00
21490.00,3.00,11310.00,1.00,150.00,47.10,1.00
22453.00,1.00,7462.00,1.00,150.00,42.80,1.50
17990.00,1.00,46600.00,2.00,165.00,49.60,2.00
10990.00,1.00,50500.00,2.00,20.00,68.90,2.00
24490.00,3.00,26590.00,1.00,165.00,43.50,2.00
49990.00,3.00,22767.00,1.00,145.00,32.10,2.90
48990.00,3.00,6000.00,1.00,150.00,30.70,3.00
23490.00,3.00,31018.00,2.00,200.00,47.10,2.00
20990.00,1.00,44738.00,2.00,145.00,58.90,2.00
30990.00,2.00,6681.00,2.00,145.00,38.70,2.00
14795.00,1.00,28894.00,1.00,30.00,58.90,1.40
24850.00,3.00,15392.00,1.00,145.00,40.40,2.00
24490.00,2.00,16953.00,1.00,145.00,48.70,2.00
21450.00,3.00,9555.00,1.00,145.00,50.40,1.40
16900.00,3.00,11000.00,1.00,30.00,55.40,2.00
26290.00,3.00,3345.00,2.00,145.00,51.40,2.00
33950.00,3.00,2192.00,2.00,145.00,38.20,2.00
18490.00,3.00,17012.00,1.00,145.00,51.40,1.40
51995.00,3.00,3000.00,2.00,145.00,33.20,3.00
15000.00,3.00,29074.00,2.00,145.00,55.40,2.00
9995.00,1.00,29565.00,1.00,125.00,53.30,1.40
28990.00,2.00,5454.00,2.00,145.00,47.10,2.00
24990.00,3.00,5874.00,2.00,145.00,50.40,2.00
33990.00,3.00,12000.00,1.00,145.00,40.40,2.00
39995.00,3.00,16000.00,1.00,300.00,34.00,2.50
21990.00,2.00,10500.00,1.00,145.00,56.50,1.50
26990.00,3.00,48164.00,2.00,235.00,42.80,3.00
21490.00,2.00,15116.00,1.00,145.00,42.20,1.50
35495.00,2.00,22489.00,2.00,145.00,47.90,3.00
22950.00,3.00,49227.00,2.00,145.00,56.50,2.00
21490.00,3.00,12152.00,1.00,150.00,42.20,1.50
34990.00,3.00,5301.00,2.00,150.00,39.20,3.00
22290.00,1.00,4533.00,1.00,150.00,42.20,1.50
24490.00,3.00,5523.00,1.00,150.00,42.20,1.50
27950.00,3.00,1701.00,2.00,150.00,48.70,2.00
31950.00,3.00,11296.00,2.00,150.00,38.20,2.00
22950.00,2.00,6605.00,2.00,145.00,51.40,2.00
26750.00,2.00,4214.00,2.00,145.00,49.60,2.00
25950.00,3.00,7261.00,2.00,145.00,51.40,2.00
15250.00,3.00,56310.00,2.00,160.00,50.40,2.00
24860.00,3.00,12298.00,2.00,145.00,52.30,3.00
10070.00,1.00,31188.00,1.00,0.00,67.30,1.00
20960.00,3.00,15414.00,1.00,145.00,56.50,1.50
27990.00,3.00,55039.00,2.00,200.00,47.90,3.00
9671.00,1.00,35924.00,1.00,0.00,67.30,1.00
11641.00,3.00,81238.00,2.00,20.00,67.30,2.00
18491.00,3.00,22305.00,1.00,145.00,56.50,1.50
26950.00,2.00,6000.00,1.00,145.00,38.20,2.00
27995.00,2.00,8000.00,2.00,145.00,48.70,2.00
27995.00,2.00,5000.00,1.00,145.00,40.40,2.00
49990.00,3.00,5000.00,2.00,145.00,34.50,3.00
30490.00,3.00,64460.00,2.00,200.00,47.90,3.00
33290.00,3.00,5940.00,2.00,145.00,38.20,2.00
36990.00,3.00,6941.00,1.00,145.00,32.10,2.00
52990.00,2.00,15887.00,2.00,145.00,39.20,4.00
34950.00,3.00,3760.00,2.00,145.00,44.80,2.00
31990.00,2.00,3871.00,1.00,145.00,34.00,2.00
28900.00,3.00,6366.00,1.00,145.00,32.50,2.00
26495.00,3.00,9662.00,2.00,145.00,45.60,2.00
23450.00,3.00,10122.00,1.00,145.00,41.50,1.50
48990.00,2.00,51600.00,1.00,325.00,29.40,4.00
38990.00,3.00,8872.00,2.00,145.00,48.70,3.00
24990.00,3.00,3774.00,1.00,145.00,40.90,2.00
28995.00,3.00,4000.00,2.00,145.00,54.30,3.00
37495.00,3.00,2000.00,1.00,145.00,39.80,1.50
14450.00,2.00,41996.00,1.00,30.00,56.50,1.40
29850.00,3.00,15648.00,1.00,145.00,31.70,2.00
22690.00,2.00,9818.00,1.00,145.00,42.20,1.50
22990.00,3.00,15202.00,1.00,145.00,41.50,1.50
30450.00,3.00,12244.00,1.00,145.00,31.70,2.00
30450.00,3.00,8761.00,1.00,145.00,31.70,2.00
16800.00,2.00,44214.00,2.00,30.00,65.70,2.00
21350.00,3.00,22100.00,1.00,145.00,56.50,1.50
43541.00,3.00,6339.00,2.00,150.00,39.20,3.00
17961.00,1.00,38505.00,1.00,165.00,46.30,2.00
32111.00,3.00,3877.00,1.00,150.00,34.90,2.00
22490.00,3.00,18873.00,1.00,145.00,52.30,1.40
23990.00,1.00,5000.00,1.00,145.00,38.20,2.00
23990.00,1.00,4484.00,1.00,145.00,39.20,1.50
29990.00,2.00,5113.00,1.00,145.00,33.20,2.00
45990.00,3.00,11475.00,2.00,145.00,33.20,3.00
26490.00,3.00,44100.00,2.00,235.00,42.80,3.00
15490.00,3.00,12782.00,1.00,145.00,56.50,1.40
